City,Country,Population,Area,country population,country area,country density,growth rate,2009 growth rate,2005-2010 growth rate,2010-2015 growth rate,2015-2020 growth rate
Kandy,Sri Lanka,109300,28.53,21773441.0,65610.0,332.0,0.59,1.04,0.68,0.5,0.35
Moratuwa,Sri Lanka,177600,23.4,21773441.0,65610.0,332.0,0.59,1.04,0.68,0.5,0.35
Negombo,Sri Lanka,121700,30.0,21773441.0,65610.0,332.0,0.59,1.04,0.68,0.5,0.35
Sri Jayawardanapura Kotte,Sri Lanka,116400,17.0,21773441.0,65610.0,332.0,0.59,1.04,0.68,0.5,0.35
Ad-Damazin,Sudan,136800,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Ad-Du'ayn,Sudan,137100,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Al-Fashir,Sudan,217800,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Al-Junaynah,Sudan,134300,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Al-Khartum,Sudan,1410900,1010.0,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Al-Khartum Bahri,Sudan,1012200,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Al-Qadarif,Sudan,269400,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Al-Ubayyid,Sudan,345100,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
'Atbarah,Sudan,112000,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Bur Sudan,Sudan,394600,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Kassala,Sudan,298500,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Kusti,Sudan,213100,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Nyala,Sudan,493000,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Rabak,Sudan,123900,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Sannar,Sudan,123200,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Umm Durman,Sudan,1849700,614.9,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Wad Madani,Sudan,298500,,45657202.0,1861484.0,25.0,2.55,2.08,2.13,2.34,2.38
Paramaribo,Suriname,240900,182.0,612985.0,163820.0,4.0,1.11,0.9,1.06,1.01,0.87
Göteborg,Sweden,655100,447.76,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Helsingborg,Sweden,113800,38.41,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Jönköping,Sweden,101100,44.82,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Linköping,Sweden,119000,42.16,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Malmö,Sweden,324000,332.6,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Örebro,Sweden,126000,1380.11,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Stockholm,Sweden,1766100,188.0,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Uppsala,Sweden,167300,48.77,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Västerås,Sweden,128500,52.94,10467097.0,450295.0,23.0,0.51,0.71,0.76,0.78,0.72
Bâle,Switzerland,169900,23.85,8691406.0,41285.0,211.0,0.64,1.07,1.11,1.21,0.83
Berne,Switzerland,131600,51.62,8691406.0,41285.0,211.0,0.64,1.07,1.11,1.21,0.83
Genève,Switzerland,198100,15.92,8691406.0,41285.0,211.0,0.64,1.07,1.11,1.21,0.83
Lausanne,Switzerland,135600,41.37,8691406.0,41285.0,211.0,0.64,1.07,1.11,1.21,0.83
Winterthur,Switzerland,108300,68.07,8691406.0,41285.0,211.0,0.64,1.07,1.11,1.21,0.83
Zürich,Switzerland,397000,87.88,8691406.0,41285.0,211.0,0.64,1.07,1.11,1.21,0.83
Aleppo,Syria,4450000,190.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Al-Hasakeh,Syria,1392000,,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Al-Raqqah,Syria,865000,35.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Al-Sweida,Syria,349000,,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Damascus,Syria,4209000,105.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Deir El-Zor,Syria,1111000,,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Dra'a,Syria,930000,,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Hama,Syria,1508000,,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Homs,Syria,1667000,48.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Idleb,Syria,1376000,23.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Lattakia,Syria,951000,58.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Tartous,Syria,756000,20.0,21324367.0,185180.0,115.0,6.39,1.97,2.78,-2.3,0.2
Bokhtar,Tajikistan,110800,26.0,9750064.0,143100.0,68.0,1.36,2.45,2.18,2.24,2.06
Dushanbe,Tajikistan,864300,203.1825,9750064.0,143100.0,68.0,1.36,2.45,2.18,2.24,2.06
Khujand,Tajikistan,181600,40.0,9750064.0,143100.0,68.0,1.36,2.45,2.18,2.24,2.06
Kulob,Tajikistan,214700,,9750064.0,143100.0,68.0,1.36,2.45,2.18,2.24,2.06
Dar es Salaam,Tanzania,4364500,1493.0,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Mwanza,Tanzania,706545,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Arusha,Tanzania,416442,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Dodoma,Tanzania,410955,2576.0,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Morogoro,Tanzania,315865,360.0,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Tanga,Tanzania,273330,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Mbeya,Tanzania,270740,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Kasulu,Tanzania,234452,878.8,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Kigoma,Tanzania,215458,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Zanzibar City,Tanzania,206290,15.4,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Songea,Tanzania,203309,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Moshi,Tanzania,201150,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Tabora,Tanzania,160608,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Iringa,Tanzania,151345,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Musoma,Tanzania,134327,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Bukoba,Tanzania,128796,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Sumbawanga,Tanzania,124204,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Shinyanga,Tanzania,107360,,63588334.0,947303.0,67.0,2.75,3.04,3.14,3.12,3.06
Bangkok,Thailand,5588222,1568.737,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Nonthaburi,Thailand,251026,38.9,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Pak Kret,Thailand,189458,36.04,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Hat Yai,Thailand,149459,21.0,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Chaophraya Surasak,Thailand,146474,276.98,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Surat Thani,Thailand,131599,68.97,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Nakhon Ratchasima,Thailand,122730,37.5,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Chiang Mai,Thailand,122627,40.216,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Udon Thani,Thailand,120222,47.7,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Pattaya,Thailand,117606,53.4,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Khon Kaen,Thailand,110615,46.0,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Nakhon Si Thammarat,Thailand,100416,22.56,71601103.0,513120.0,140.0,0.2,0.31,0.54,0.43,0.22
Lomé,Togo,1570300,99.14,8644829.0,56785.0,152.0,2.45,2.6,2.7,2.63,2.45
Sokodé,Togo,118000,,8644829.0,56785.0,152.0,2.45,2.6,2.7,2.63,2.45
Bizerte,Tunisia,401150,34.0,12262946.0,163610.0,75.0,0.63,0.97,1.04,1.16,1.09
Gabès,Tunisia,152900,,12262946.0,163610.0,75.0,0.63,0.97,1.04,1.16,1.09
Kairouan,Tunisia,186650,,12262946.0,163610.0,75.0,0.63,0.97,1.04,1.16,1.09
Sfax,Tunisia,330450,,12262946.0,163610.0,75.0,0.63,0.97,1.04,1.16,1.09
Sousse,Tunisia,675000,,12262946.0,163610.0,75.0,0.63,0.97,1.04,1.16,1.09
Tunis,Tunisia,2643700,104.0,12262946.0,163610.0,75.0,0.63,0.97,1.04,1.16,1.09
Adana,Turkey,1797136,2280.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ceyhan,Turkey,159955,1444.36,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kozan,Turkey,132320,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Adıyaman,Turkey,267131,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Afyonkarahisar,Turkey,251799,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ağrı,Turkey,120390,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Aksaray,Turkey,247147,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Amasya,Turkey,114921,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ankara,Turkey,5156573,24521.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Polatlı,Turkey,127526,3465.81,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Alanya,Turkey,350636,1.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Antalya,Turkey,1462129,20591.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Manavgat,Turkey,245740,2248.62,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Serik,Turkey,134953,1334.08,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Aydın,Turkey,300225,627.22,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kuşadası,Turkey,125812,224.6,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Nazilli,Turkey,160581,662.58,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Söke,Turkey,122708,986.62,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Balıkesir,Turkey,370156,1453.97,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bandırma,Turkey,161894,713.38,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Edremit,Turkey,164696,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Batman,Turkey,452157,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bingöl,Turkey,128935,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bolu,Turkey,184682,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bursa,Turkey,2227857,10422.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Gemlik,Turkey,118037,375.99,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
İnegöl,Turkey,286848,1031.26,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Mudanya,Turkey,105308,333.72,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Mustafakemalpaşa,Turkey,101407,1761.74,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Çanakkale,Turkey,143622,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Çorum,Turkey,267396,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Denizli,Turkey,677072,798.75,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Diyarbakır,Turkey,1129218,15058.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bismil,Turkey,118592,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ergani,Turkey,135514,1467.65,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Düzce,Turkey,188928,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Edirne,Turkey,174662,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Elazığ,Turkey,381158,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Erzincan,Turkey,149274,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Erzurum,Turkey,428302,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Eskişehir,Turkey,797708,2678.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Nizip,Turkey,147865,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Gaziantep,Turkey,1775904,6819.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Giresun,Turkey,122787,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Antakya,Turkey,555833,858.08,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
İskenderun,Turkey,350456,636.75,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Dörtyol,Turkey,127989,599.97,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kırıkhan,Turkey,119854,843.35,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Reyhanlı,Turkey,105309,409.97,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Samandağ,Turkey,123999,445.6,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Isparta,Turkey,245784,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
İstanbul,Turkey,15514128,2576.85,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Silivri,Turkey,209014,893.95,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
İzmir,Turkey,2959355,12012.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Aliağa,Turkey,103364,274.22,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bergama,Turkey,104980,1722.44,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kemalpaşa,Turkey,112049,655.06,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Menderes,Turkey,104147,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Menemen,Turkey,193229,694.49,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ödemiş,Turkey,132769,1015.7,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Torbalı,Turkey,201476,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kahramanmaraş,Turkey,671849,3017.45,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Elbistan,Turkey,141977,2319.08,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Karabük,Turkey,123309,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Karaman,Turkey,172683,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kastamonu,Turkey,125622,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kayseri,Turkey,1175886,17043.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kilis,Turkey,108984,575.18,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kırıkkale,Turkey,188769,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Lüleburgaz,Turkey,123889,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kırşehir,Turkey,148207,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
İzmit,Turkey,1105780,480.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Gebze,Turkey,815795,584.45,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ereğli,Turkey,149333,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Konya,Turkey,1390051,38873.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kütahya,Turkey,258592,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Malatya,Turkey,641799,922.16,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Manisa,Turkey,425654,13339.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Akhisar,Turkey,176000,1706.98,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Alaşehir,Turkey,105380,971.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Salihli,Turkey,164710,1272.9,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Soma,Turkey,111218,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Turgutlu,Turkey,172413,472.86,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Mardin,Turkey,186622,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Kızıltepe,Turkey,263938,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Midyat,Turkey,118625,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Nusaybin,Turkey,113728,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Mersin,Turkey,1064850,15485.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Tarsus,Turkey,347314,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Silifke,Turkey,127849,2571.84,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Erdemli,Turkey,147512,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Muğla,Turkey,118443,1660.55,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bodrum,Turkey,187284,656.06,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Fethiye,Turkey,170379,2955.08,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Milas,Turkey,145275,2110.25,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Muş,Turkey,116070,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Nevşehir,Turkey,120599,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Niğde,Turkey,166511,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ordu,Turkey,229214,5861.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Fatsa,Turkey,124255,300.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ünye,Turkey,130692,486.89,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Osmaniye,Turkey,247276,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Rize,Turkey,119828,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Sakarya,Turkey,577365,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Samsun,Turkey,733861,1055.0,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Bafra,Turkey,142341,1509.16,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Çarşamba,Turkey,140439,641.41,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Urfa,Turkey,1031664,3668.76,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Akçakale,Turkey,120834,690.86,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Siverek,Turkey,266971,4366.84,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Suruç,Turkey,101178,735.19,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Viranşehir,Turkey,205380,2272.27,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Siirt,Turkey,160340,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Cizre,Turkey,130190,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Silopi,Turkey,103381,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Sivas,Turkey,362002,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Tekirdağ,Turkey,210547,1111.53,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Çerkezköy,Turkey,327549,326.37,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Çorlu,Turkey,350935,899.28,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Tokat,Turkey,161169,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Trabzon,Turkey,350935,188.85,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Uşak,Turkey,232819,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Van,Turkey,631827,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Erçiş,Turkey,173606,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Yalova,Turkey,135355,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ereğli,Turkey,121439,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Zonguldak,Turkey,165325,,84775404.0,783562.0,108.0,0.64,1.28,1.26,1.58,1.37
Ashgabat,Turkmenistan,1000000,917.6,6341855.0,488100.0,13.0,0.95,1.29,1.35,1.8,1.61
Daşoguz,Turkmenistan,210000,,6341855.0,488100.0,13.0,0.95,1.29,1.35,1.8,1.61
Mary,Turkmenistan,123000,,6341855.0,488100.0,13.0,0.95,1.29,1.35,1.8,1.61
Türkmenabat,Turkmenistan,254000,,6341855.0,488100.0,13.0,0.95,1.29,1.35,1.8,1.61
Kampala,Uganda,1507080,189.0,45853778.0,241550.0,190.0,3.22,3.35,3.45,3.37,3.23
Alchevsk,Ukraine,106550,55.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Berdiansk,Ukraine,107928,82.65,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Bila Tserkva,Ukraine,208737,67.8,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Brovary,Ukraine,109473,,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Cherkasy,Ukraine,272651,69.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Chernihiv,Ukraine,285234,79.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Chernivtsi,Ukraine,265471,153.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Dnipro,Ukraine,980948,409.718,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Donetsk,Ukraine,905364,358.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Horlivka,Ukraine,241106,422.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Ivano-Frankivsk,Ukraine,237855,83.7,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kamianske,Ukraine,229794,138.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kerch,Ukraine,149566,108.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kharkiv,Ukraine,1433886,350.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kherson,Ukraine,283649,135.7,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Khmelnytskyi,Ukraine,274582,90.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kremenchuk,Ukraine,217710,96.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kropyvnytskyi,Ukraine,222695,103.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kryvyi Rih,Ukraine,646748,431.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Kyiv,Ukraine,2962180,839.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Luhansk,Ukraine,399559,257.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Lutsk,Ukraine,217197,51.3,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Lviv,Ukraine,717486,148.9,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Makiivka,Ukraine,340337,426.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Mariupol,Ukraine,431859,244.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Melitopol,Ukraine,150768,51.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Mykolaiv,Ukraine,476101,260.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Nikopol,Ukraine,107464,,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Odesa,Ukraine,1015826,162.42,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Pavlohrad,Ukraine,103073,59.3,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Poltava,Ukraine,283402,103.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Rivne,Ukraine,245289,58.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Sevastopol,Ukraine,509992,864.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Sievierodonetsk,Ukraine,101135,42.1,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Simferopol,Ukraine,332317,107.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Sloviansk,Ukraine,106972,58.9,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
Sumy,Ukraine,259660,145.0,43531422.0,603500.0,72.0,-0.52,-0.25,-0.48,-0.5,-0.49
